0.20390984,0.15223387,0.25861734,0.20555644,0.32064632,0.26533887,0.26034135,0.22112688,0.18425648,0.2931302,0.1538617,0.21278608,0.20153643,0.20343795,0.18866107,0.21364489,0.17940003,0.20709853,0.27073044,0.28200826,0.26082385,0.15515411,0.21017593,0.20511693,0.20751312,0.20537114,0.17875826,0.22499187,0.27412674,0.21017365,0.24812265,0.25706282
0.18820247,0.12089272,0.22588484,0.14874215,0.27786922,0.23473792,0.20380075,0.20145476,0.15311228,0.23366052,0.13386357,0.1839068,0.17222333,0.17446788,0.15460998,0.17323844,0.14958926,0.17970487,0.19474638,0.24946354,0.21688388,0.1276948,0.16962495,0.18849635,0.17370537,0.19573563,0.1458904,0.19016708,0.22800715,0.17096023,0.23251033,0.18863335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.047656916,0.047894973,0.07430962,0.0051828437,0.07018961,0.06954373,0.043880742,0.048397858,0.044134192,0.040790346,0.029245183,0.025203947,0.03830518,0.036842026,0.028969375,0.043626536,0.02997108,0.04523198,0.0328194,0.064865604,0.037819844,0.0023111454,0.015364469,0.051141806,0.03142834,0.038177554,0.052922662,0.028591515,0.05984896,0.03320003,0.05779137,0.035423096
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0045188544,0.042303268,0.031242033,0.08855262,0.058964282,0.04929422,0.066933244,0.04193917,0.041318502,0.07564448,0.041380696,0.06835504,0.035704523,0.042583924,0.059634842,0.058647092,0.047800604,0.03978691,0.08839847,0.051982284,0.051892906,0.04211876,0.051637482,0.02726556,0.021760616,0.013718594,0.022131162,0.057899397,0.07092052,0.063734286,0.036417466,0.076428875
0.0,0.0,0.004157421,0.043374494,0.019504847,0.005997902,0.014092564,0.0,0.017832419,0.0,0.0,0.0,0.0,0.0024073431,0.0,0.0,0.0,0.030781915,0.021888731,0.011361459,0.0,0.0,0.02563621,0.0,0.011230541,0.0,0.022840196,0.013837076,0.0,0.0,0.0,0.0018643674
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
