0,0,0,0,0.367188,0.34375,0.335938,0,0.296875,0.367188
0,0,0,0,0.195312,0.203125,0.1875,0,0.171875,0.226562
0,0,0,0,0.5,0.390625,0.398438,0,0.351562,0.429688
0,0,0,0,0.125,0.132812,0.132812,0,0.117188,0.15625
0,0,0,0,0.25,0.226562,0.21875,0,0.242188,0.25
0,0,0,0,0.28125,0.257812,0.257812,0,0.21875,0.273438
0,0,0,0,0.359375,0.328125,0.3125,0,0.3125,0.367188
0,0,0,0,0.25,0.234375,0.21875,0,0.226562,0.257812
0,0,0,0,0.53125,0.5,0.484375,0,0.507812,0.554688
0,0,0,0,0.421875,0.414062,0.382812,0,0.375,0.445312
0,0,0,0,0.390625,0.359375,0.351562,0,0.34375,0.398438
0,0,0,0,0.375,0.359375,0.34375,0,0.320312,0.382812
0,0,0,0,0.289062,0.265625,0.242188,0,0.25,0.296875
0,0,0,0,0.25,0.226562,0.21875,0,0.1875,0.242188
0,0,0,0,0.195312,0.210938,0.179688,0,0.140625,0.210938
0,0,0,0,0.359375,0.335938,0.335938,0,0.3125,0.359375
0,0,0,0,0.5,0.382812,0.390625,0,0.40625,0.375
0,0,0,0,0.304688,0.242188,0.242188,0,0.25,0.25
0,0,0,0,0.414062,0.382812,0.367188,0,0.367188,0.40625
0,0,0,0,0.328125,0.34375,0.3125,0,0.304688,0.367188
0,0,0,0,0.21875,0.179688,0.164062,0,0.101562,0.179688
0,0,0,0,0.273438,0.265625,0.25,0,0.265625,0.289062
0,0,0,0,0.1875,0.164062,0.148438,0,0.171875,0.1875
0,0,0,0,0.3125,0.3125,0.289062,0,0.21875,0.320312
0,0,0,0,0.179688,0.171875,0.179688,0,0.132812,0.171875
0,0,0,0,0.1875,0.171875,0.164062,0,0.148438,0.179688
0,0,0,0,0.195312,0.171875,0.164062,0,0.148438,0.179688
0,0,0,0,0.148438,0.132812,0.125,0,0.125,0.140625
0,0,0,0,0.289062,0.257812,0.273438,0,0.203125,0.265625
0,0,0,0,0.132812,0.15625,0.125,0,0.148438,0.15625
0,0,0,0,0.320312,0.265625,0.265625,0,0.257812,0.273438
0,0,0,0,0.359375,0.382812,0.328125,0,0.273438,0.382812
0,0,0,0,0.28125,0.257812,0.265625,0,0.226562,0.273438
0,0,0,0,0.320312,0.296875,0.304688,0,0.28125,0.3125
0,0,0,0,0.257812,0.25,0.242188,0,0.210938,0.273438
0,0,0,0,0.257812,0.242188,0.226562,0,0.234375,0.257812
0,0,0,0,0.265625,0.25,0.234375,0,0.242188,0.265625
0,0,0,0,0.375,0.289062,0.21875,0,0.367188,0.273438
0,0,0,0,0.382812,0.40625,0.359375,0,0.34375,0.414062
0,0,0,0,0.34375,0.320312,0.320312,0,0.1875,0.289062
0,0,0.0234375,0,0.242188,0.195312,0.203125,0,0.132812,0.171875
0,0,0,0,0.3125,0.351562,0.304688,0,0.234375,0.359375
0,0,0,0,0.289062,0.25,0.234375,0,0.234375,0.28125
0,0,0,0,0.21875,0.242188,0.203125,0,0.164062,0.257812
0,0,0,0,0.335938,0.375,0.3125,0,0.320312,0.398438
0,0,0,0,0.210938,0.21875,0.195312,0,0.179688,0.234375
0,0,0,0,0.28125,0.234375,0.242188,0,0.226562,0.257812
0,0,0,0,0.195312,0.171875,0.164062,0,0.164062,0.1875
0,0,0,0,0.375,0.359375,0.34375,0,0.320312,0.390625
0,0,0,0,0.273438,0.234375,0.242188,0,0.257812,0.265625
0,0,0,0,0.265625,0.273438,0.25,0,0.203125,0.296875
0,0,0.171875,0,0.382812,0.539062,0.367188,0,0.476562,0.53125
0,0,0,0,0.523438,0.390625,0.40625,0,0.453125,0.421875
0,0,0,0,0.375,0.351562,0.359375,0,0.296875,0.382812
0,0.046875,0,0.0234375,0.539062,0.453125,0.578125,0,0.773438,0.445312
0,0,0,0,0.210938,0.203125,0.203125,0,0.148438,0.195312
0,0,0,0,0.382812,0.375,0.359375,0,0.335938,0.414062
0,0,0,0,0.242188,0.195312,0.210938,0,0.1875,0.226562
0,0,0,0,0.132812,0.125,0.117188,0,0.101562,0.140625
0,0,0,0,0.484375,0.46875,0.4375,0,0.46875,0.523438
0,0,0,0,0.171875,0.140625,0.148438,0,0.140625,0.148438
0,0,0,0,0.351562,0.335938,0.328125,0,0.3125,0.367188
0,0,0,0,0.257812,0.25,0.226562,0,0.203125,0.257812
0,0,0,0,0.265625,0.296875,0.257812,0,0.242188,0.320312
0,0,0,0,0.179688,0.179688,0.164062,0,0.171875,0.203125
0,0,0,0,0.320312,0.289062,0.296875,0,0.3125,0.320312
0,0,0,0,0.304688,0.273438,0.265625,0,0.25,0.289062
0,0,0,0,0.335938,0.328125,0.3125,0,0.289062,0.351562
0,0,0,0,0.34375,0.304688,0.304688,0,0.273438,0.328125
0,0,0,0,0.34375,0.367188,0.328125,0,0.304688,0.390625
0,0,0,0,0.4375,0.398438,0.390625,0,0.359375,0.421875
0,0,0,0,0.304688,0.25,0.265625,0,0.273438,0.289062
0,0,0,0,0.257812,0.242188,0.226562,0,0.273438,0.273438
0,0,0,0,0.203125,0.203125,0.179688,0,0.1875,0.21875
0,0,0,0,0.273438,0.335938,0.28125,0,0.296875,0.375
0,0,0,0.132812,0.390625,0.242188,0.28125,0,0.632812,0.125
0,0,0,0,0.335938,0.351562,0.3125,0,0.28125,0.359375
0,0,0,0,0.273438,0.25,0.226562,0,0.210938,0.273438
0,0,0,0,0.414062,0.40625,0.375,0,0.382812,0.4375
0,0,0,0,0.289062,0.257812,0.257812,0,0.25,0.289062
0,0,0,0,0.554688,0,0.53125,0,0.0234375,0
