0.492188,0.09375,0,0,0,0.179688,0,0,0,0.1875
0.0078125,0.132812,0.125,0.0859375,0.03125,0.117188,0.046875,0.101562,0,0
0.234375,0.507812,0.148438,0,0.625,0.03125,0.09375,0.0078125,0.320312,0
0,0.21875,0,0,0,0.015625,0,0,0,0.046875
0,0,0.226562,0.273438,0.453125,0.09375,0,0,0,0
0.0078125,0.0078125,0.0078125,0,0,0,0.335938,0.0546875,0.0625,0
0.078125,0,0,0,0,0.0390625,0.148438,0,0,0.53125
0,0.0625,0,0.0546875,0.117188,0,0.15625,0.171875,0.109375,0.0078125
0.0859375,0,0,0,0,0.265625,0,0,0.351562,0.226562
0,0,0.289062,0,0,0.78125,0,0,0.140625,0
0,0.226562,0,0,0.179688,0,0.398438,0.195312,0.0390625,0
0,0.078125,0.367188,0.179688,0.0078125,0.101562,0,0.15625,0.164062,0.0625
0.132812,0,0,0.117188,0,0,0.25,0.140625,0.375,0
0.078125,0.203125,0,0,0.25,0,0.15625,0.148438,0,0
0,0.0625,0.03125,0,0.101562,0,0,0,0,0.570312
0,0.125,0.03125,0.0390625,0.125,0.125,0.101562,0,0.164062,0.015625
0.234375,0,0,0,1.32812,0,1.07031,0,0,0
0.835938,0,0,0,0,0,0,0.0546875,0,0
0,0,0,0,0,0,0,0,0.710938,1.24219
0,0.132812,0.21875,0,0,0,0.03125,0.125,0,0.148438
0,0.0234375,0,0.171875,0.34375,0.15625,0.046875,0.03125,0,0
0,0,0.0546875,0,0.015625,0,0.390625,0,0.1875,0.257812
0.0078125,0.101562,0.0859375,0.125,0.078125,0,0.0859375,0.046875,0.09375,0
0,0,0.210938,0,0.148438,0,0,0,0,0.0859375
0.195312,0.296875,0,0,0.0859375,0,0.0390625,0,0,0
0,0.0078125,0.046875,0.0859375,0.15625,0,0.101562,0.164062,0.03125,0
0.0234375,0.0078125,0,0.242188,0.0703125,0,0.125,0,0,0
0.140625,0,0.0546875,0.0546875,0.117188,0,0.0078125,0.117188,0,0
0,0,0.242188,0.265625,0,0,0.015625,0.117188,0,0.242188
0.195312,0,0.0078125,0,0.140625,0,0.109375,0.164062,0,0
0,0.304688,0,0,0.257812,0,0.210938,0.164062,0.1875,0.0390625
0,0,0.40625,0.0859375,0.25,0.0625,0.015625,0.140625,0,0.046875
0,0.0859375,0.0546875,0.117188,0.03125,0,0.335938,0.117188,0,0.03125
0.0546875,0.0703125,0,0.242188,0.359375,0.0390625,0.195312,0.171875,0.195312,0
0.648438,0.03125,0,0,0.0859375,0,0,0.132812,0,0
0.09375,0,0,0.171875,0.21875,0,0.0625,0.226562,0.09375,0
