0.09562977,-0.12291894,-0.17326246,-0.12478
0.0023243427,0.14733596,-0.06440011,0.11014579
-0.04194404,0.03426808,0.04634218,-0.0040572137
-0.11571165,0.06285448,0.071775034,-0.15692043
-0.16050957,0.006387979,0.08184774,-0.10650818
-0.10939011,0.16563605,0.09221901,-0.01952143
-0.16415887,-0.121470906,-0.014891222,-0.15517592
-0.110608764,0.08288844,0.09904067,0.068420574
-0.007234335,0.14082165,0.16112216,-0.18739448
0.16275038,0.14935465,0.050000265,-0.023663104
0.11552264,0.17195047,-0.11877253,0.07866712
-0.15547623,-0.08963082,-0.17241292,0.11646737
0.043543562,0.114509866,-0.19084686,-0.105525166
0.071738556,0.007773444,-0.025261119,-0.04405172
-0.051791415,-0.05820577,0.01472728,0.006063521
0.0037686825,-0.13885975,0.07585122,0.041743115
0.12572084,-0.077423245,-0.13340513,0.18862121
0.09629081,0.11541121,-0.13308796,0.11347915
0.17646365,-0.10475844,-0.00687854,0.11717127
-0.09124986,-0.16896379,0.15116005,0.006805256
-0.17152134,0.12379332,0.033096448,0.16957085
-0.103055626,0.14152698,0.16724126,-0.088758886
0.18529601,-0.15398616,0.03216888,-0.036133572
0.066424385,-0.17932151,0.05866334,0.05712013
0.0031750202,0.00747329,0.01671958,-0.12783563
0.00070402026,-0.06714733,0.03656082,-0.08224645
0.03851396,-0.06592102,-0.017755494,0.032830358
0.093861625,-0.07373647,-0.10579112,-0.12751769
0.044578984,0.019360721,0.16285713,0.15621339
-0.15118311,0.05986376,0.07186063,-0.008530095
0.12672292,-0.095955186,-0.08841801,-0.055108443
0.08026962,-0.07925316,-0.15654129,-0.14458089
-0.15233345,-0.030952752,-0.14510441,0.067208484
-0.08249134,-0.06886725,0.14829068,-0.059935614
-0.06967219,-0.035715625,0.043458506,-0.0746338
-0.12882061,-0.11564512,0.05792293,-0.15863004
-0.0034354627,0.14254092,0.03411983,0.1636663
0.11589731,0.15797217,0.06506355,0.16631626
-0.18744314,0.1494383,-0.08749956,-0.123989746
-0.08261429,0.07592805,0.13109986,-0.14962162
